source_id,source_type,target_id,target_type,relation,date,weight
DIST-016,distributor,4670,installation,SOLD,23-06-2023,
DIST-029,distributor,4671,installation,SOLD,2024-11-15,
DIST-034,distributor,4672,installation,SOLD,10/07/2024,
DIST-012,distributor,4673,installation,SOLD,2022/04/15,
DIST-009,distributor,4674,installation,SOLD,19/04/2025,
DIST-013,distributor,4675,installation,SOLD,2022-08-16,
DIST-028,distributor,4676,installation,SOLD,29/11/2020,
DIST-015,distributor,4677,installation,SOLD,06/04/2024,
DIST-037,distributor,4678,installation,SOLD,2020/06/11,
DIST-009,distributor,4679,installation,SOLD,2020-08-19,
DIST-007,distributor,4680,installation,SOLD,29/06/2022,
DIST-026,distributor,4681,installation,SOLD,06-04-2023,
DIST-010,distributor,4682,installation,SOLD,2024/08/13,
DIST-020,distributor,4683,installation,SOLD,2024/06/26,
DIST-021,distributor,4684,installation,SOLD,11/12/2022,
DIST-032,distributor,4685,installation,SOLD,2022/01/31,
DIST-037,distributor,4686,installation,SOLD,12-12-2023,
DIST-006,distributor,4687,installation,SOLD,2022-12-01,
DIST-009,distributor,4688,installation,SOLD,03/04/2023,
DIST-003,distributor,4689,installation,SOLD,2021/01/31,
DIST-028,distributor,4690,installation,SOLD,2020-10-05,
DIST-006,distributor,4691,installation,SOLD,2023/04/11,
DIST-022,distributor,4692,installation,SOLD,2021-09-15,
DIST-037,distributor,4693,installation,SOLD,21-11-2020,
DIST-038,distributor,4694,installation,SOLD,08-07-2020,
DIST-014,distributor,4695,installation,SOLD,11/02/2021,
DIST-030,distributor,4696,installation,SOLD,17-05-2020,
DIST-038,distributor,4697,installation,SOLD,06-02-2025,
DIST-010,distributor,4698,installation,SOLD,21/03/2023,
DIST-027,distributor,4699,installation,SOLD,2024/10/23,
DIST-016,distributor,4700,installation,SOLD,2023/10/21,
DIST-033,distributor,4701,installation,SOLD,01-09-2024,
DIST-024,distributor,4702,installation,SOLD,2020/03/22,
DIST-015,distributor,4703,installation,SOLD,11-08-2020,
DIST-023,distributor,4704,installation,SOLD,2024/07/06,
DIST-037,distributor,4705,installation,SOLD,12/04/2022,
DIST-021,distributor,4706,installation,SOLD,12-11-2020,
DIST-005,distributor,4707,installation,SOLD,2022-10-15,
DIST-004,distributor,4708,installation,SOLD,2023-09-16,
DIST-016,distributor,4709,installation,SOLD,2024-09-25,
DIST-020,distributor,4710,installation,SOLD,2021-10-31,
DIST-026,distributor,4711,installation,SOLD,07/09/2024,
DIST-035,distributor,4712,installation,SOLD,2024/02/26,
DIST-035,distributor,4713,installation,SOLD,01-08-2020,
DIST-023,distributor,4714,installation,SOLD,2021/02/18,
DIST-003,distributor,4715,installation,SOLD,2023/08/16,
DIST-036,distributor,4716,installation,SOLD,2022/10/31,
DIST-023,distributor,4717,installation,SOLD,2020-07-20,
DIST-012,distributor,4718,installation,SOLD,2023/10/24,
DIST-036,distributor,4719,installation,SOLD,2023-08-07,
DIST-006,distributor,4720,installation,SOLD,2020-10-26,
DIST-033,distributor,4721,installation,SOLD,2021/10/05,
DIST-012,distributor,4722,installation,SOLD,06-02-2021,
DIST-022,distributor,4723,installation,SOLD,2024/08/10,
DIST-034,distributor,4724,installation,SOLD,2023/12/19,
DIST-032,distributor,4725,installation,SOLD,26-01-2023,
DIST-019,distributor,4726,installation,SOLD,17/12/2022,
DIST-007,distributor,4727,installation,SOLD,06-04-2021,
DIST-029,distributor,4728,installation,SOLD,2023/05/27,
DIST-012,distributor,4729,installation,SOLD,22-03-2023,
DIST-031,distributor,4730,installation,SOLD,16-03-2024,
DIST-005,distributor,4731,installation,SOLD,18-03-2020,
DIST-020,distributor,4732,installation,SOLD,2021/01/01,
DIST-036,distributor,4733,installation,SOLD,2024-02-19,
DIST-034,distributor,4734,installation,SOLD,2023/06/02,
DIST-002,distributor,4735,installation,SOLD,2023/06/10,
DIST-017,distributor,4736,installation,SOLD,22/03/2021,
DIST-025,distributor,4737,installation,SOLD,05-05-2021,
DIST-017,distributor,4738,installation,SOLD,29-05-2021,
DIST-014,distributor,4739,installation,SOLD,2021-05-12,
DIST-030,distributor,4740,installation,SOLD,2022/10/05,
DIST-010,distributor,4741,installation,SOLD,25/05/2023,
DIST-030,distributor,4742,installation,SOLD,2020/04/04,
DIST-019,distributor,4743,installation,SOLD,30/09/2020,
DIST-019,distributor,4744,installation,SOLD,21-08-2021,
DIST-013,distributor,4745,installation,SOLD,2021/11/23,
DIST-037,distributor,4746,installation,SOLD,08/12/2022,
DIST-029,distributor,4747,installation,SOLD,2023/07/21,
DIST-032,distributor,4748,installation,SOLD,12-02-2023,
DIST-016,distributor,4749,installation,SOLD,20-07-2024,
DIST-014,distributor,4750,installation,SOLD,2023/01/08,
DIST-036,distributor,4751,installation,SOLD,2023-03-30,
DIST-005,distributor,4752,installation,SOLD,2024-05-01,
DIST-031,distributor,4753,installation,SOLD,18-03-2023,
DIST-014,distributor,4754,installation,SOLD,2021-07-18,
DIST-027,distributor,4755,installation,SOLD,2022-01-27,
DIST-011,distributor,4756,installation,SOLD,2022-02-15,
DIST-007,distributor,4757,installation,SOLD,2020/06/21,
DIST-006,distributor,4758,installation,SOLD,02/03/2023,
DIST-013,distributor,4759,installation,SOLD,13-06-2022,
DIST-003,distributor,4760,installation,SOLD,25-01-2023,
DIST-019,distributor,4761,installation,SOLD,02-05-2021,
DIST-028,distributor,4762,installation,SOLD,2025-02-15,
DIST-036,distributor,4763,installation,SOLD,01-01-2025,
DIST-030,distributor,4764,installation,SOLD,2021-03-01,
DIST-022,distributor,4765,installation,SOLD,11-12-2022,
DIST-003,distributor,4766,installation,SOLD,17-03-2025,
DIST-006,distributor,4767,installation,SOLD,25/09/2020,
DIST-014,distributor,4768,installation,SOLD,2023/08/03,
DIST-005,distributor,4769,installation,SOLD,27/11/2021,
DIST-025,distributor,4770,installation,SOLD,2025-05-02,
DIST-017,distributor,4771,installation,SOLD,2022-12-31,
DIST-033,distributor,4772,installation,SOLD,2020/07/17,
DIST-023,distributor,4773,installation,SOLD,2024/11/29,
DIST-026,distributor,4774,installation,SOLD,2023/09/10,
DIST-018,distributor,4775,installation,SOLD,2025-01-20,
DIST-002,distributor,4776,installation,SOLD,15-11-2020,
DIST-022,distributor,4777,installation,SOLD,29-09-2021,
DIST-010,distributor,4778,installation,SOLD,07-06-2023,
DIST-001,distributor,4779,installation,SOLD,23/02/2024,
DIST-031,distributor,4780,installation,SOLD,2021-12-23,
DIST-032,distributor,4781,installation,SOLD,06-03-2020,
DIST-024,distributor,4782,installation,SOLD,24-11-2020,
DIST-013,distributor,4783,installation,SOLD,2021/10/01,
DIST-016,distributor,4784,installation,SOLD,2021/01/06,
DIST-027,distributor,4785,installation,SOLD,04/11/2021,
DIST-020,distributor,4786,installation,SOLD,2021-03-01,
DIST-006,distributor,4787,installation,SOLD,08-10-2022,
DIST-012,distributor,4788,installation,SOLD,2021-04-26,
DIST-029,distributor,4789,installation,SOLD,2024-12-30,
DIST-016,distributor,4790,installation,SOLD,2022/01/17,
DIST-028,distributor,4791,installation,SOLD,2021-05-21,
DIST-033,distributor,4792,installation,SOLD,2024/01/06,
DIST-018,distributor,4793,installation,SOLD,25/04/2022,
DIST-020,distributor,4794,installation,SOLD,18/06/2021,
DIST-027,distributor,4795,installation,SOLD,03-04-2024,
DIST-033,distributor,4796,installation,SOLD,26/10/2021,
DIST-029,distributor,4797,installation,SOLD,17-09-2023,
DIST-023,distributor,4798,installation,SOLD,2024/01/28,
DIST-021,distributor,4799,installation,SOLD,10-06-2021,
DIST-033,distributor,4800,installation,SOLD,30-10-2022,
TECH-0001,technician,540,installation,MAINTAINS,2024-11-23,2.0
TECH-0001,technician,3304,installation,MAINTAINS,2025/05/13,4.0
TECH-0001,technician,4513,installation,MAINTAINS,22/06/2024,6.0
TECH-0001,technician,2471,installation,MAINTAINS,2024/05/06,5.0
TECH-0001,technician,4087,installation,MAINTAINS,2025-10-31,10.0
TECH-0001,technician,4561,installation,MAINTAINS,28/12/2025,9.0
TECH-0001,technician,3158,installation,MAINTAINS,2024/03/03,5.0
TECH-0001,technician,651,installation,MAINTAINS,2025/12/22,3.0
TECH-0001,technician,3523,installation,MAINTAINS,2025-11-02,7.0
TECH-0001,technician,1708,installation,MAINTAINS,27-10-2024,4.0
TECH-0001,technician,1788,installation,MAINTAINS,29-04-2024,4.0
TECH-0001,technician,2719,installation,MAINTAINS,04-08-2024,10.0
TECH-0001,technician,3154,installation,MAINTAINS,09-04-2025,5.0
TECH-0001,technician,3240,installation,MAINTAINS,2025-03-27,10.0
TECH-0001,technician,551,installation,MAINTAINS,19-06-2024,2.0
TECH-0001,technician,1613,installation,MAINTAINS,2025-09-05,12.0
TECH-0001,technician,1196,installation,MAINTAINS,2024/10/18,6.0
TECH-0001,technician,683,installation,MAINTAINS,10/07/2024,9.0
TECH-0001,technician,296,installation,MAINTAINS,2025-10-11,1.0
TECH-0001,technician,608,installation,MAINTAINS,04-08-2024,9.0
TECH-0001,technician,3346,installation,MAINTAINS,2025/01/19,6.0
TECH-0001,technician,1623,installation,MAINTAINS,2025-08-23,11.0
TECH-0001,technician,2887,installation,MAINTAINS,02-10-2024,1.0
TECH-0001,technician,2223,installation,MAINTAINS,2024/02/03,10.0
TECH-0001,technician,586,installation,MAINTAINS,27/12/2024,7.0
TECH-0001,technician,1981,installation,MAINTAINS,2024-07-17,5.0
TECH-0001,technician,3536,installation,MAINTAINS,16/05/2025,4.0
TECH-0001,technician,4172,installation,MAINTAINS,18/08/2025,10.0
TECH-0001,technician,3065,installation,MAINTAINS,2024-04-21,10.0
TECH-0001,technician,2772,installation,MAINTAINS,07-07-2024,6.0
TECH-0001,technician,1296,installation,MAINTAINS,2024-01-21,11.0
TECH-0001,technician,904,installation,MAINTAINS,2024-05-19,5.0
TECH-0001,technician,4594,installation,MAINTAINS,02/03/2025,1.0
TECH-0001,technician,4341,installation,MAINTAINS,06-04-2025,2.0
TECH-0001,technician,786,installation,MAINTAINS,2025-09-07,8.0
TECH-0001,technician,2438,installation,MAINTAINS,2024/03/04,7.0
TECH-0002,technician,461,installation,MAINTAINS,2025/09/19,2.0
TECH-0002,technician,1306,installation,MAINTAINS,14/01/2025,5.0
TECH-0002,technician,3222,installation,MAINTAINS,2024/06/26,7.0
TECH-0002,technician,2993,installation,MAINTAINS,2024/08/29,12.0
TECH-0002,technician,1612,installation,MAINTAINS,30-05-2025,8.0
TECH-0002,technician,1976,installation,MAINTAINS,17/11/2024,3.0
TECH-0002,technician,1633,installation,MAINTAINS,2025/07/15,5.0
TECH-0002,technician,3535,installation,MAINTAINS,2025/01/08,10.0
TECH-0002,technician,4553,installation,MAINTAINS,07/01/2024,9.0
TECH-0002,technician,4374,installation,MAINTAINS,2025/01/13,1.0
TECH-0002,technician,2090,installation,MAINTAINS,2025-02-19,2.0
TECH-0002,technician,3293,installation,MAINTAINS,02/05/2024,2.0
TECH-0002,technician,966,installation,MAINTAINS,27-11-2024,11.0
TECH-0002,technician,2722,installation,MAINTAINS,2025-11-09,11.0
TECH-0002,technician,1543,installation,MAINTAINS,2024-05-02,8.0
TECH-0002,technician,2373,installation,MAINTAINS,2025-10-08,10.0
TECH-0002,technician,951,installation,MAINTAINS,04/09/2025,9.0
TECH-0002,technician,2104,installation,MAINTAINS,2025/03/02,12.0
TECH-0002,technician,1292,installation,MAINTAINS,02/05/2024,12.0
TECH-0002,technician,2620,installation,MAINTAINS,2025/10/12,5.0
TECH-0002,technician,3838,installation,MAINTAINS,06-05-2025,1.0
TECH-0002,technician,2478,installation,MAINTAINS,2025/10/23,6.0
TECH-0002,technician,1377,installation,MAINTAINS,2025/10/26,9.0
TECH-0003,technician,1672,installation,MAINTAINS,31-08-2024,9.0
TECH-0003,technician,3352,installation,MAINTAINS,2024-06-24,7.0
TECH-0003,technician,1454,installation,MAINTAINS,27-03-2025,5.0
TECH-0003,technician,194,installation,MAINTAINS,2025/08/04,9.0
TECH-0003,technician,3331,installation,MAINTAINS,01/05/2024,3.0
TECH-0003,technician,2819,installation,MAINTAINS,13-06-2024,10.0
TECH-0003,technician,1123,installation,MAINTAINS,23-01-2025,1.0
TECH-0003,technician,2176,installation,MAINTAINS,2025/06/14,9.0
TECH-0003,technician,804,installation,MAINTAINS,2024/06/06,12.0
TECH-0003,technician,2301,installation,MAINTAINS,2024-06-21,2.0
TECH-0003,technician,1521,installation,MAINTAINS,27/09/2025,1.0
TECH-0003,technician,45,installation,MAINTAINS,2024-12-11,11.0
TECH-0003,technician,1511,installation,MAINTAINS,2025/01/13,9.0
TECH-0003,technician,3462,installation,MAINTAINS,07/09/2025,12.0
TECH-0003,technician,1527,installation,MAINTAINS,05-06-2024,2.0
TECH-0003,technician,4081,installation,MAINTAINS,24-07-2025,6.0
TECH-0003,technician,1366,installation,MAINTAINS,2024/11/13,10.0
TECH-0003,technician,3616,installation,MAINTAINS,23-06-2024,7.0
TECH-0003,technician,3959,installation,MAINTAINS,02-09-2024,11.0
TECH-0003,technician,1466,installation,MAINTAINS,2024-10-22,8.0
TECH-0003,technician,1798,installation,MAINTAINS,21/10/2024,5.0
TECH-0003,technician,1667,installation,MAINTAINS,05/07/2024,4.0
TECH-0003,technician,3399,installation,MAINTAINS,09/12/2025,8.0
TECH-0003,technician,3303,installation,MAINTAINS,29-12-2025,9.0
TECH-0003,technician,2623,installation,MAINTAINS,2025/06/25,1.0
TECH-0003,technician,471,installation,MAINTAINS,2025-11-07,8.0
TECH-0004,technician,3969,installation,MAINTAINS,2024-07-10,1.0
TECH-0004,technician,3392,installation,MAINTAINS,2024/12/03,5.0
TECH-0004,technician,744,installation,MAINTAINS,23-02-2025,11.0
TECH-0004,technician,1947,installation,MAINTAINS,05-10-2024,7.0
TECH-0004,technician,482,installation,MAINTAINS,06/08/2025,4.0
TECH-0004,technician,747,installation,MAINTAINS,2025/10/18,2.0
TECH-0004,technician,285,installation,MAINTAINS,07/12/2025,11.0
TECH-0004,technician,2729,installation,MAINTAINS,2024-08-26,3.0
TECH-0004,technician,3573,installation,MAINTAINS,02/09/2025,3.0
TECH-0004,technician,1083,installation,MAINTAINS,2024-10-27,12.0
TECH-0004,technician,1067,installation,MAINTAINS,30-10-2024,10.0
TECH-0004,technician,2802,installation,MAINTAINS,28/06/2025,2.0
TECH-0004,technician,2306,installation,MAINTAINS,2024-05-03,12.0
TECH-0004,technician,2532,installation,MAINTAINS,17-02-2025,4.0
TECH-0004,technician,3243,installation,MAINTAINS,2025/12/20,12.0
TECH-0004,technician,219,installation,MAINTAINS,2024-10-24,6.0
TECH-0004,technician,4429,installation,MAINTAINS,24/09/2024,6.0
TECH-0004,technician,129,installation,MAINTAINS,2024/10/09,7.0
TECH-0004,technician,3953,installation,MAINTAINS,2025/03/21,10.0
TECH-0004,technician,1125,installation,MAINTAINS,2024/07/27,6.0
TECH-0004,technician,1614,installation,MAINTAINS,2024/07/10,9.0
TECH-0004,technician,4359,installation,MAINTAINS,01/03/2025,10.0
TECH-0004,technician,4467,installation,MAINTAINS,29-06-2025,6.0
TECH-0004,technician,308,installation,MAINTAINS,02-05-2024,2.0
TECH-0004,technician,1579,installation,MAINTAINS,30/11/2025,12.0
TECH-0004,technician,1065,installation,MAINTAINS,03/10/2024,11.0
TECH-0004,technician,1914,installation,MAINTAINS,2024/01/31,9.0
TECH-0004,technician,1585,installation,MAINTAINS,2024/07/20,11.0
TECH-0005,technician,1469,installation,MAINTAINS,04-07-2024,2.0
TECH-0005,technician,1507,installation,MAINTAINS,10-07-2024,8.0
TECH-0005,technician,4412,installation,MAINTAINS,2024-10-10,10.0
TECH-0005,technician,4175,installation,MAINTAINS,14-03-2024,11.0
TECH-0005,technician,4569,installation,MAINTAINS,08-07-2024,11.0
TECH-0005,technician,3845,installation,MAINTAINS,2024/12/01,8.0
TECH-0005,technician,4063,installation,MAINTAINS,04-01-2025,10.0
TECH-0005,technician,376,installation,MAINTAINS,2024-10-11,2.0
TECH-0005,technician,594,installation,MAINTAINS,14-05-2025,11.0
TECH-0005,technician,4451,installation,MAINTAINS,26-05-2025,5.0
TECH-0005,technician,1211,installation,MAINTAINS,2025-07-22,5.0
TECH-0005,technician,2936,installation,MAINTAINS,2024-07-09,7.0
TECH-0005,technician,3827,installation,MAINTAINS,06-05-2025,3.0
TECH-0005,technician,647,installation,MAINTAINS,2024/02/15,5.0
TECH-0005,technician,4074,installation,MAINTAINS,23-05-2025,6.0
TECH-0005,technician,4488,installation,MAINTAINS,11-12-2024,1.0
TECH-0005,technician,1690,installation,MAINTAINS,17/06/2024,5.0
TECH-0005,technician,4491,installation,MAINTAINS,03/03/2025,3.0
TECH-0005,technician,1270,installation,MAINTAINS,06/08/2025,6.0
TECH-0005,technician,2738,installation,MAINTAINS,2025/06/23,9.0
TECH-0005,technician,4130,installation,MAINTAINS,2024/06/28,6.0
TECH-0005,technician,2327,installation,MAINTAINS,2024-09-18,3.0
TECH-0005,technician,3588,installation,MAINTAINS,30-05-2025,8.0
TECH-0005,technician,2361,installation,MAINTAINS,2024-10-28,7.0
TECH-0005,technician,1287,installation,MAINTAINS,2025/07/16,4.0
TECH-0005,technician,1812,installation,MAINTAINS,2025/09/18,11.0
TECH-0005,technician,3884,installation,MAINTAINS,24-09-2025,3.0
TECH-0005,technician,1275,installation,MAINTAINS,12/04/2025,4.0
TECH-0005,technician,3073,installation,MAINTAINS,08/01/2024,11.0
TECH-0005,technician,2401,installation,MAINTAINS,2024/04/02,11.0
TECH-0006,technician,1640,installation,MAINTAINS,2024-03-19,10.0
TECH-0006,technician,4127,installation,MAINTAINS,28-09-2024,8.0
TECH-0006,technician,2254,installation,MAINTAINS,2025/07/26,10.0
TECH-0006,technician,214,installation,MAINTAINS,2025-12-14,11.0
TECH-0006,technician,50,installation,MAINTAINS,16/03/2025,12.0
TECH-0006,technician,1598,installation,MAINTAINS,2024-01-17,6.0
TECH-0006,technician,4471,installation,MAINTAINS,2025-05-19,5.0
TECH-0006,technician,4518,installation,MAINTAINS,2025-03-28,1.0
TECH-0006,technician,2827,installation,MAINTAINS,31-12-2024,6.0
TECH-0006,technician,2954,installation,MAINTAINS,16-03-2025,3.0
TECH-0006,technician,161,installation,MAINTAINS,06-06-2024,8.0
TECH-0006,technician,3182,installation,MAINTAINS,28-04-2024,4.0
TECH-0006,technician,3838,installation,MAINTAINS,23/08/2025,3.0
TECH-0006,technician,1215,installation,MAINTAINS,2024/09/30,7.0
TECH-0006,technician,3635,installation,MAINTAINS,03/12/2024,2.0
TECH-0006,technician,3437,installation,MAINTAINS,03-10-2025,3.0
TECH-0006,technician,1903,installation,MAINTAINS,04/02/2024,8.0
TECH-0006,technician,2722,installation,MAINTAINS,2025-04-12,4.0
TECH-0006,technician,3543,installation,MAINTAINS,2024-09-29,9.0
TECH-0006,technician,1959,installation,MAINTAINS,2024-02-11,9.0
TECH-0006,technician,4478,installation,MAINTAINS,2024-06-16,2.0
TECH-0007,technician,1348,installation,MAINTAINS,2024-12-29,2.0
TECH-0007,technician,3418,installation,MAINTAINS,14-09-2024,6.0
TECH-0007,technician,4550,installation,MAINTAINS,2025-06-08,8.0
TECH-0007,technician,4375,installation,MAINTAINS,2024/12/09,5.0
TECH-0007,technician,2516,installation,MAINTAINS,06-12-2024,2.0
TECH-0007,technician,3756,installation,MAINTAINS,27/11/2024,7.0
TECH-0007,technician,4754,installation,MAINTAINS,13-07-2025,5.0
TECH-0007,technician,565,installation,MAINTAINS,2025/01/07,8.0
TECH-0007,technician,2154,installation,MAINTAINS,2025/02/02,10.0
TECH-0007,technician,3519,installation,MAINTAINS,2025/01/03,6.0
TECH-0007,technician,898,installation,MAINTAINS,29-03-2024,4.0
TECH-0007,technician,3636,installation,MAINTAINS,12/08/2025,1.0
TECH-0007,technician,3061,installation,MAINTAINS,17-05-2024,10.0
TECH-0007,technician,2321,installation,MAINTAINS,04/09/2024,3.0
TECH-0007,technician,2294,installation,MAINTAINS,19-08-2025,6.0
TECH-0007,technician,4702,installation,MAINTAINS,09/01/2024,8.0
TECH-0007,technician,1240,installation,MAINTAINS,2025-11-27,3.0
TECH-0007,technician,3633,installation,MAINTAINS,31/05/2025,5.0
TECH-0007,technician,673,installation,MAINTAINS,2024/11/20,3.0
TECH-0007,technician,2376,installation,MAINTAINS,27-08-2024,4.0
TECH-0007,technician,2181,installation,MAINTAINS,26-01-2024,2.0
TECH-0007,technician,1090,installation,MAINTAINS,2024/01/13,8.0
TECH-0007,technician,3824,installation,MAINTAINS,2024/04/06,6.0
TECH-0007,technician,3287,installation,MAINTAINS,2025-07-09,5.0
TECH-0007,technician,347,installation,MAINTAINS,26/01/2025,2.0
TECH-0007,technician,2459,installation,MAINTAINS,10/01/2025,2.0
TECH-0007,technician,222,installation,MAINTAINS,07-09-2025,12.0
TECH-0007,technician,4580,installation,MAINTAINS,2025/07/05,1.0
TECH-0007,technician,1383,installation,MAINTAINS,2025-09-04,5.0
TECH-0007,technician,101,installation,MAINTAINS,21-05-2024,5.0
TECH-0007,technician,1893,installation,MAINTAINS,12/03/2025,1.0
TECH-0007,technician,58,installation,MAINTAINS,30-06-2024,6.0
TECH-0007,technician,926,installation,MAINTAINS,11/06/2025,10.0
TECH-0007,technician,3920,installation,MAINTAINS,03/08/2024,7.0
TECH-0007,technician,3937,installation,MAINTAINS,2025/07/04,2.0
TECH-0007,technician,3513,installation,MAINTAINS,24/09/2024,3.0
TECH-0007,technician,2750,installation,MAINTAINS,2024/02/23,9.0
TECH-0008,technician,4168,installation,MAINTAINS,2025/03/27,4.0
TECH-0008,technician,1014,installation,MAINTAINS,2025/02/01,10.0
TECH-0008,technician,107,installation,MAINTAINS,2024-04-05,5.0
TECH-0008,technician,4537,installation,MAINTAINS,2024/05/08,9.0
TECH-0008,technician,2440,installation,MAINTAINS,26-02-2024,3.0
TECH-0008,technician,2305,installation,MAINTAINS,2025/11/30,8.0
TECH-0008,technician,365,installation,MAINTAINS,2024/06/14,8.0
TECH-0008,technician,2681,installation,MAINTAINS,10/02/2025,2.0
TECH-0008,technician,4282,installation,MAINTAINS,2024-06-23,5.0
TECH-0008,technician,3976,installation,MAINTAINS,22-08-2024,2.0
TECH-0008,technician,451,installation,MAINTAINS,2025-04-01,11.0
TECH-0008,technician,1428,installation,MAINTAINS,2025-08-14,5.0
TECH-0008,technician,228,installation,MAINTAINS,10/06/2025,12.0
TECH-0008,technician,947,installation,MAINTAINS,2025/04/12,8.0
TECH-0008,technician,2116,installation,MAINTAINS,2024/04/15,10.0
TECH-0008,technician,1004,installation,MAINTAINS,14-10-2025,4.0
TECH-0008,technician,1470,installation,MAINTAINS,12-03-2025,9.0
TECH-0008,technician,859,installation,MAINTAINS,29-06-2025,7.0
TECH-0008,technician,183,installation,MAINTAINS,2024-06-06,9.0
TECH-0008,technician,2196,installation,MAINTAINS,2024-08-16,4.0
TECH-0008,technician,2797,installation,MAINTAINS,17-06-2025,4.0
TECH-0009,technician,2764,installation,MAINTAINS,03-04-2025,11.0
TECH-0009,technician,2007,installation,MAINTAINS,2024/06/12,8.0
TECH-0009,technician,3395,installation,MAINTAINS,2025/02/10,9.0
TECH-0009,technician,2181,installation,MAINTAINS,2025/04/24,9.0
TECH-0009,technician,1653,installation,MAINTAINS,2025-01-30,7.0
TECH-0009,technician,3794,installation,MAINTAINS,2024/03/16,6.0
TECH-0009,technician,223,installation,MAINTAINS,19/04/2025,7.0
TECH-0009,technician,4443,installation,MAINTAINS,2024-12-13,12.0
TECH-0009,technician,3587,installation,MAINTAINS,09-07-2024,7.0
TECH-0009,technician,3283,installation,MAINTAINS,20/08/2024,11.0
TECH-0009,technician,381,installation,MAINTAINS,2024/06/15,4.0
TECH-0009,technician,685,installation,MAINTAINS,17-03-2024,6.0
TECH-0009,technician,1208,installation,MAINTAINS,2025/12/04,4.0
TECH-0009,technician,2747,installation,MAINTAINS,22-10-2025,10.0
TECH-0009,technician,3747,installation,MAINTAINS,2025/09/01,3.0
TECH-0009,technician,4541,installation,MAINTAINS,29/08/2024,9.0
TECH-0009,technician,1102,installation,MAINTAINS,2024/09/03,8.0
TECH-0009,technician,4354,installation,MAINTAINS,02-02-2025,5.0
TECH-0009,technician,4610,installation,MAINTAINS,04-12-2024,7.0
TECH-0009,technician,1467,installation,MAINTAINS,2025/03/14,9.0
TECH-0009,technician,4646,installation,MAINTAINS,08/05/2025,5.0
TECH-0009,technician,3011,installation,MAINTAINS,30-11-2025,6.0
TECH-0009,technician,3040,installation,MAINTAINS,16/01/2024,9.0
TECH-0009,technician,2722,installation,MAINTAINS,2025-09-07,2.0
TECH-0009,technician,477,installation,MAINTAINS,13/11/2024,8.0
TECH-0009,technician,784,installation,MAINTAINS,21/12/2025,5.0
TECH-0009,technician,1447,installation,MAINTAINS,2025/04/19,9.0
TECH-0009,technician,3193,installation,MAINTAINS,2025/12/28,7.0
TECH-0009,technician,2310,installation,MAINTAINS,2025-09-18,2.0
TECH-0009,technician,2603,installation,MAINTAINS,2025-05-08,3.0
TECH-0009,technician,1877,installation,MAINTAINS,01/08/2024,8.0
TECH-0009,technician,2631,installation,MAINTAINS,17-06-2024,8.0
TECH-0010,technician,302,installation,MAINTAINS,11-07-2024,12.0
TECH-0010,technician,1398,installation,MAINTAINS,07-03-2024,1.0
TECH-0010,technician,2581,installation,MAINTAINS,12/05/2025,9.0
TECH-0010,technician,4487,installation,MAINTAINS,2025-01-14,3.0
TECH-0010,technician,3375,installation,MAINTAINS,2025/05/15,10.0
TECH-0010,technician,2797,installation,MAINTAINS,2024-05-18,6.0
TECH-0010,technician,3978,installation,MAINTAINS,2025/04/06,6.0
TECH-0010,technician,3165,installation,MAINTAINS,2024-04-20,8.0
TECH-0010,technician,4582,installation,MAINTAINS,2025-12-06,10.0
TECH-0010,technician,4030,installation,MAINTAINS,2025-05-29,3.0
TECH-0010,technician,4763,installation,MAINTAINS,2024-07-04,5.0
TECH-0010,technician,4284,installation,MAINTAINS,27-03-2024,2.0
TECH-0010,technician,3659,installation,MAINTAINS,02-10-2025,12.0
TECH-0010,technician,4781,installation,MAINTAINS,2024/02/04,11.0
TECH-0010,technician,748,installation,MAINTAINS,2024-05-11,10.0
TECH-0010,technician,2619,installation,MAINTAINS,09-06-2025,9.0
TECH-0010,technician,857,installation,MAINTAINS,2024/12/29,9.0
TECH-0010,technician,2920,installation,MAINTAINS,12-05-2025,5.0
TECH-0010,technician,2662,installation,MAINTAINS,2025/09/01,9.0
TECH-0010,technician,1689,installation,MAINTAINS,2025-12-09,11.0
TECH-0010,technician,690,installation,MAINTAINS,2024-11-07,11.0
TECH-0011,technician,4357,installation,MAINTAINS,03-10-2025,8.0
TECH-0011,technician,153,installation,MAINTAINS,2025-01-27,10.0
TECH-0011,technician,1749,installation,MAINTAINS,2025-03-31,9.0
TECH-0011,technician,1093,installation,MAINTAINS,09/02/2024,10.0
TECH-0011,technician,3765,installation,MAINTAINS,02/11/2025,9.0
TECH-0011,technician,2661,installation,MAINTAINS,30-12-2025,1.0
TECH-0011,technician,9,installation,MAINTAINS,2024-07-15,12.0
TECH-0011,technician,305,installation,MAINTAINS,2024-11-24,8.0
TECH-0011,technician,4525,installation,MAINTAINS,2025-04-25,8.0
TECH-0011,technician,856,installation,MAINTAINS,2025/02/18,5.0
TECH-0011,technician,198,installation,MAINTAINS,2024-03-17,9.0
TECH-0011,technician,3103,installation,MAINTAINS,31/07/2024,11.0
TECH-0011,technician,4084,installation,MAINTAINS,10/09/2025,9.0
TECH-0011,technician,2029,installation,MAINTAINS,2024-02-06,3.0
TECH-0011,technician,1006,installation,MAINTAINS,21-11-2024,6.0
TECH-0011,technician,3428,installation,MAINTAINS,13/07/2024,6.0
TECH-0011,technician,703,installation,MAINTAINS,07-11-2024,9.0
